input,output,source,category
What interim order was passed by the sole Arbitrator on 7th October 2010 in the case?,"The sole Arbitrator passed an interim order on 7th October 2010, stating that no further flats were to be disposed of without the leave of the Arbitral Tribunal.",IndicLegalQA,case_qa
What action did Shamshul Ishrar Khan allegedly take in breach of the interim order?,"Shamshul Ishrar Khan allegedly transferred five flats on 14th October 2010, in breach of the interim order dated 7th October 2010.",IndicLegalQA,case_qa
"What was the High Court's decision regarding the Arbitral Tribunal's representation to the Court for contempt under Section 27(5) of the Arbitration and Conciliation Act, 1996?","The High Court held that Section 27(5) of the Arbitration and Conciliation Act, 1996, does not empower the Tribunal to make representations to the Court for contempt for orders, including interim orders, passed by the Arbitrator, except in respect of taking evidence.",IndicLegalQA,case_qa
"What was the Supreme Court's interpretation of Section 27(5) of the Arbitration and Conciliation Act, 1996?","The Supreme Court interpreted Section 27(5) to include persons guilty of any contempt to the Arbitral Tribunal during the conduct of arbitral proceedings, not just those failing to attend in accordance with the court process.",IndicLegalQA,case_qa
"How did the Supreme Court view the efficacy of Section 17 of the Arbitration and Conciliation Act, 1996, in relation to interim orders?","The Supreme Court held that interim orders passed by the Arbitral Tribunal should have teeth and be enforceable; otherwise, the provision would be rendered otiose.",IndicLegalQA,case_qa
"What legislative change did the Supreme Court note in relation to Section 17 of the Arbitration and Conciliation Act, 1996?","The Supreme Court noted that sub-section (2) of Section 17 was added by the Amendment Act of 2015, making interim orders of the Arbitral Tribunal enforceable as orders of the Court.",IndicLegalQA,case_qa
What did the Supreme Court ultimately decide in the appeal filed by Alka Chandewar?,"The Supreme Court allowed the appeal, set aside the judgment of the Bombay High Court, and remanded the matter back to the High Court to decide the alleged contempt on facts.",IndicLegalQA,case_qa
What was the primary legal issue in the case of The Joint Labour Commissioner and Registering Officer and Anr vs. Kesar Lal?,"The primary legal issue was whether a construction worker registered under the Building and Other Construction Workers’ (Regulation of Employment and Conditions of Service) Act, 1996, is a 'consumer' within the meaning of Section 2(d) of the Consumer Protection Act, 1986.",IndicLegalQA,case_qa
What was Kesar Lal's application under the Building and Other Construction Workers Welfare Board for?,"Kesar Lal submitted an application for financial assistance of Rs 51,000 under the welfare scheme for the marriage of his daughter.",IndicLegalQA,case_qa
Why was Kesar Lal's application for financial assistance rejected by the Joint Commissioner of Labour?,"The application was rejected due to technical defects such as incomplete application forms, incorrect birth certificates, and submission after the marriage date, among other issues.",IndicLegalQA,case_qa
What did the State Consumer Disputes Redressal Commission decide regarding Kesar Lal's complaint?,"The State Consumer Disputes Redressal Commission set aside the order of the District Forum and directed the appellants to pay Rs 51,000 to Kesar Lal along with compensation and interest.",IndicLegalQA,case_qa
What was the National Consumer Disputes Redressal Commission's stance on the rate of interest awarded to Kesar Lal?,The National Consumer Disputes Redressal Commission affirmed the State Commission's decision but reduced the rate of interest from 18% to 9% per annum.,IndicLegalQA,case_qa
"What argument did the appellants present against considering Kesar Lal as a 'consumer' under the Consumer Protection Act, 1986?","The appellants argued that the welfare schemes are funded by a cess collected from employers and not by contributions from the beneficiaries, and hence the services provided are not for a 'consideration' making the beneficiaries not 'consumers' under the Act.",IndicLegalQA,case_qa
How did the Supreme Court interpret the definition of 'consumer' in the context of this case?,"The Supreme Court held that the construction workers are 'consumers' because they contribute to the welfare fund, and the services provided by the welfare board are not rendered free of charge, thereby falling within the definition of 'consumer' under the Consumer Protection Act, 1986.",IndicLegalQA,case_qa
What was the Supreme Court's final decision regarding the appeal by the Joint Labour Commissioner and Registering Officer?,"The Supreme Court dismissed the appeal, upholding the decision to award financial assistance to Kesar Lal and affirming the applicability of the Consumer Protection Act, 1986, to the services provided under the welfare scheme.",IndicLegalQA,case_qa
What was the primary issue in the case of Surender Kumar Gupta & Ors. vs. J.M. Housing Limited & Ors.?,The primary issue was whether the ex-parte order passed by the National Company Law Tribunal (NCLT) was valid and whether the National Company Law Appellate Tribunal (NCLAT) was correct in setting aside the order on the grounds of violation of natural justice.,IndicLegalQA,case_qa
What did the National Company Law Tribunal (NCLT) decide in its ex-parte order on 5th October 2020?,"The NCLT passed an ex-parte order based on a petition filed by the appellants under Sections 241 and 242 of the Companies Act, 2013, complaining of oppression and mismanagement.",IndicLegalQA,case_qa
Why did the respondents approach the National Company Law Appellate Tribunal (NCLAT) instead of the NCLT to vacate the ex-parte order?,The respondents approached the NCLAT instead of moving the NCLT for vacating or modifying the ad-interim order passed by the NCLT.,IndicLegalQA,case_qa
